prod_notif_no,ingredient_id
NOT220503006K,56
NOT220503006K,57
NOT240505127K,22
NOT240505127K,23
NOT240505127K,26
NOT240604222K,22
NOT240604222K,23
NOT240604222K,33
NOT240604222K,24
NOT240604222K,34
NOT240604222K,66
NOT240604222K,26
NOT240201609K,22
NOT240201609K,23
NOT240201609K,26
NOT200402336K,22
NOT200402336K,33
NOT200402336K,52
NOT200402336K,65
NOT200402336K,24
NOT200402336K,23
NOT200402336K,26
NOT220110693K,41
NOT220110693K,53
NOT220110693K,54
NOT220110693K,55
NOT220110693K,56
NOT220110693K,57
NOT240202121K,22
NOT240202121K,23
NOT240202121K,24
NOT240202121K,61
NOT240202121K,62
NOT240202121K,63
NOT240202121K,64
NOT240202121K,26
NOT240202121K,27
NOT200801429K,22
NOT200801429K,23
NOT200801429K,26
NOT240700289K,22
NOT240700289K,23
NOT240700289K,26
NOT240104545K,22
NOT240104545K,23
NOT240104545K,58
NOT240104545K,25
NOT240104545K,26
NOT240104545K,59
NOT240104545K,60
NOT240104545K,27
NOT200703851K,22
NOT200703851K,23
NOT200703851K,58
NOT200703851K,25
NOT200703851K,26
NOT200703851K,59
NOT200703851K,60
NOT200703851K,27
NOT220605807K,41
NOT220605807K,53
NOT220605807K,54
NOT220605807K,55
NOT220605807K,56
NOT220605807K,57
NOT221003885K,22
NOT221003885K,23
NOT221003885K,24
NOT221003885K,61
NOT221003885K,62
NOT221003885K,63
NOT221003885K,64
NOT221003885K,26
NOT221003885K,27
NOT200801581K,22
NOT200801581K,33
NOT200801581K,52
NOT200801581K,65
NOT200801581K,24
NOT200801581K,23
NOT200801581K,26
NOT240700766K,22
NOT240700766K,23
NOT240700766K,33
NOT240700766K,24
NOT240700766K,34
NOT240700766K,66
NOT240700766K,26
NOT240205930K,22
NOT240205930K,23
NOT240205930K,26
NOT240604846K,22
NOT240604846K,23
NOT240604846K,26
NOT240500995K,28
NOT240500995K,45
NOT240500995K,29
NOT240500995K,30
NOT240500995K,31
NOT240500995K,32
NOT240706651K,22
NOT240706651K,23
NOT240706651K,26
NOT160900379K,22
NOT160900379K,41
NOT160900379K,42
NOT160900379K,43
NOT160900379K,44
NOT160900379K,27
NOT240301167K,22
NOT240301167K,41
NOT240301167K,42
NOT240301167K,43
NOT240301167K,44
NOT240301167K,27
NOT240503210K,22
NOT240503210K,41
NOT240503210K,42
NOT240503210K,43
NOT240503210K,44
NOT240503210K,27
NOT200604710K,22
NOT200604710K,23
NOT200604710K,24
NOT200604710K,61
NOT200604710K,62
NOT200604710K,63
NOT200604710K,64
NOT200604710K,26
NOT200604710K,27
NOT200303701K,22
NOT200303701K,23
NOT200303701K,26
NOT220606503K,22
NOT220606503K,23
NOT220606503K,58
NOT220606503K,25
NOT220606503K,26
NOT220606503K,59
NOT220606503K,60
NOT220606503K,27
NOT240600206K,28
NOT240600206K,45
NOT240600206K,29
NOT240600206K,30
NOT240600206K,31
NOT240600206K,32
NOT220705109K,22
NOT220705109K,23
NOT220705109K,26
NOT240406074K,22
NOT240406074K,23
NOT240406074K,26
NOT240103364K,22
NOT240103364K,23
NOT240103364K,26
NOT240403387K,22
NOT240403387K,35
NOT240403387K,36
NOT240403387K,23
NOT240403387K,37
NOT240403387K,26
NOT240403387K,27
NOT240304432K,22
NOT240304432K,23
NOT240304432K,26
NOT240502803K,22
NOT240502803K,23
NOT240502803K,26
NOT240405239K,46
NOT240405239K,47
NOT240405239K,48
NOT240405239K,49
NOT240405239K,50
NOT240405239K,51
NOT240405239K,52
NOT240201029K,22
NOT240201029K,23
NOT240201029K,26
NOT240403378K,22
NOT240403378K,23
NOT240403378K,26
NOT240701753K,22
NOT240701753K,23
NOT240701753K,26
NOT240101115K,22
NOT240101115K,23
NOT240101115K,26
NOT240106614K,22
NOT240106614K,38
NOT240106614K,39
NOT240106614K,23
NOT240106614K,40
NOT240106614K,26
NOT240305818K,22
NOT240305818K,23
NOT240305818K,26
NOT240106420K,28
NOT240106420K,45
NOT240106420K,29
NOT240106420K,30
NOT240106420K,31
NOT240106420K,32
NOT200504034K,22
NOT200504034K,33
NOT200504034K,52
NOT200504034K,65
NOT200504034K,24
NOT200504034K,23
NOT200504034K,26
NOT240701903K,22
NOT240701903K,23
NOT240701903K,58
NOT240701903K,25
NOT240701903K,26
NOT240701903K,59
NOT240701903K,60
NOT240701903K,27
NOT240603839K,22
NOT240603839K,23
NOT240603839K,26
NOT200204658K,22
NOT200204658K,23
NOT200204658K,26
NOT240606193K,22
NOT240606193K,23
NOT240606193K,26
NOT220402306K,22
NOT220402306K,23
NOT220402306K,26
NOT200605849K,22
NOT200605849K,23
NOT200605849K,26
NOT220904049K,22
NOT220904049K,41
NOT220904049K,42
NOT220904049K,43
NOT220904049K,44
NOT220904049K,27
NOT220605459K,22
NOT220605459K,23
NOT220605459K,24
NOT220605459K,61
NOT220605459K,62
NOT220605459K,63
NOT220605459K,64
NOT220605459K,26
NOT220605459K,27
NOT200102173K,22
NOT200102173K,23
NOT200102173K,26
NOT240107711K,22
NOT240107711K,23
NOT240107711K,33
NOT240107711K,24
NOT240107711K,34
NOT240107711K,66
NOT240107711K,26
NOT220404235K,22
NOT220404235K,23
NOT220404235K,26
NOT240307021K,22
NOT240307021K,23
NOT240307021K,33
NOT240307021K,24
NOT240307021K,34
NOT240307021K,66
NOT240307021K,26
NOT240300553K,22
NOT240300553K,23
NOT240300553K,24
NOT240300553K,61
NOT240300553K,62
NOT240300553K,63
NOT240300553K,64
NOT240300553K,26
NOT240300553K,27
NOT240706364K,22
NOT240706364K,23
NOT240706364K,24
NOT240706364K,61
NOT240706364K,62
NOT240706364K,63
NOT240706364K,64
NOT240706364K,26
NOT240706364K,27
NOT220904919K,22
NOT220904919K,23
NOT220904919K,26
NOT240404353K,22
NOT240404353K,23
NOT240404353K,26
NOT240302261K,22
NOT240302261K,23
NOT240302261K,33
NOT240302261K,24
NOT240302261K,34
NOT240302261K,66
NOT240302261K,26
NOT240705334K,28
NOT240705334K,45
NOT240705334K,29
NOT240705334K,30
NOT240705334K,31
NOT240705334K,32
NOT240603614K,22
NOT240603614K,23
NOT240603614K,24
NOT240603614K,61
NOT240603614K,62
NOT240603614K,63
NOT240603614K,64
NOT240603614K,26
NOT240603614K,27
NOT240101325K,22
NOT240101325K,33
NOT240101325K,52
NOT240101325K,65
NOT240101325K,24
NOT240101325K,23
NOT240101325K,26
NOT240305177K,22
NOT240305177K,23
NOT240305177K,58
NOT240305177K,25
NOT240305177K,26
NOT240305177K,59
NOT240305177K,60
NOT240305177K,27
NOT200908231K,22
NOT200908231K,23
NOT200908231K,26
NOT220802685K,22
NOT220802685K,23
NOT220802685K,58
NOT220802685K,25
NOT220802685K,26
NOT220802685K,59
NOT220802685K,60
NOT220802685K,27
NOT240303788K,22
NOT240303788K,23
NOT240303788K,24
NOT240303788K,61
NOT240303788K,62
NOT240303788K,63
NOT240303788K,64
NOT240303788K,26
NOT240303788K,27
NOT200601202K,22
NOT200601202K,23
NOT200601202K,58
NOT200601202K,25
NOT200601202K,26
NOT200601202K,59
NOT200601202K,60
NOT200601202K,27
NOT240206350K,22
NOT240206350K,33
NOT240206350K,52
NOT240206350K,65
NOT240206350K,24
NOT240206350K,23
NOT240206350K,26
NOT200103786K,22
NOT200103786K,23
NOT200103786K,26
NOT220313472K,22
NOT220313472K,23
NOT220313472K,26
NOT220606427K,22
NOT220606427K,23
NOT220606427K,24
NOT220606427K,61
NOT220606427K,62
NOT220606427K,63
NOT220606427K,64
NOT220606427K,26
NOT220606427K,27
NOT220404721K,41
NOT220404721K,53
NOT220404721K,54
NOT220404721K,55
NOT220404721K,56
NOT220404721K,57
NOT240101086K,28
NOT240101086K,45
NOT240101086K,29
NOT240101086K,30
NOT240101086K,31
NOT240101086K,32
NOT240605052K,22
NOT240605052K,23
NOT240605052K,26
NOT240404039K,22
NOT240404039K,23
NOT240404039K,24
NOT240404039K,61
NOT240404039K,62
NOT240404039K,63
NOT240404039K,64
NOT240404039K,26
NOT240404039K,27
NOT240703587K,22
NOT240703587K,23
NOT240703587K,33
NOT240703587K,24
NOT240703587K,34
NOT240703587K,66
NOT240703587K,26
NOT220205763K,41
NOT220205763K,53
NOT220205763K,54
NOT220205763K,55
NOT220205763K,56
NOT220205763K,57
NOT240201876K,22
NOT240201876K,23
NOT240201876K,33
NOT240201876K,24
NOT240201876K,34
NOT240201876K,66
NOT240201876K,26
NOT180204761K,22
NOT180204761K,23
NOT180204761K,26
NOT240706755K,22
NOT240706755K,38
NOT240706755K,39
NOT240706755K,23
NOT240706755K,40
NOT240706755K,26
NOT240100697K,22
NOT240100697K,33
NOT240100697K,52
NOT240100697K,65
NOT240100697K,24
NOT240100697K,23
NOT240100697K,26
NOT220901179K,22
NOT220901179K,38
NOT220901179K,39
NOT220901179K,23
NOT220901179K,40
NOT220901179K,26
NOT240501552K,22
NOT240501552K,23
NOT240501552K,26
NOT220706322K,22
NOT220706322K,23
NOT220706322K,58
NOT220706322K,25
NOT220706322K,26
NOT220706322K,59
NOT220706322K,60
NOT220706322K,27
NOT240505063K,22
NOT240505063K,23
NOT240505063K,33
NOT240505063K,24
NOT240505063K,34
NOT240505063K,66
NOT240505063K,26
NOT240700469K,41
NOT240700469K,53
NOT240700469K,54
NOT240700469K,55
NOT240700469K,56
NOT240700469K,57
NOT240203368K,22
NOT240203368K,23
NOT240203368K,26
NOT240503222K,22
NOT240503222K,23
NOT240503222K,26
NOT240700937K,22
NOT240700937K,23
NOT240700937K,24
NOT240700937K,61
NOT240700937K,62
NOT240700937K,63
NOT240700937K,64
NOT240700937K,26
NOT240700937K,27
NOT240506022K,22
NOT240506022K,23
NOT240506022K,24
NOT240506022K,61
NOT240506022K,62
NOT240506022K,63
NOT240506022K,64
NOT240506022K,26
NOT240506022K,27
NOT160304753K,22
NOT160304753K,23
NOT160304753K,26
NOT220607302K,22
NOT220607302K,23
NOT220607302K,24
NOT220607302K,61
NOT220607302K,62
NOT220607302K,63
NOT220607302K,64
NOT220607302K,26
NOT220607302K,27
NOT220202341K,22
NOT220202341K,23
NOT220202341K,26
NOT220504231K,22
NOT220504231K,23
NOT220504231K,26
NOT240604065K,22
NOT240604065K,23
NOT240604065K,26
NOT240307296K,22
NOT240307296K,23
NOT240307296K,58
NOT240307296K,25
NOT240307296K,26
NOT240307296K,59
NOT240307296K,60
NOT240307296K,27
NOT220100885K,41
NOT220100885K,53
NOT220100885K,54
NOT220100885K,55
NOT220100885K,56
NOT220100885K,57
NOT220210775K,22
NOT220210775K,23
NOT220210775K,33
NOT220210775K,24
NOT220210775K,34
NOT220210775K,66
NOT220210775K,26
NOT240305600K,22
NOT240305600K,23
NOT240305600K,24
NOT240305600K,61
NOT240305600K,62
NOT240305600K,63
NOT240305600K,64
NOT240305600K,26
NOT240305600K,27
NOT240500720K,22
NOT240500720K,41
NOT240500720K,42
NOT240500720K,43
NOT240500720K,44
NOT240500720K,27
NOT240706042K,22
NOT240706042K,23
NOT240706042K,26
NOT240700842K,22
NOT240700842K,23
NOT240700842K,58
NOT240700842K,25
NOT240700842K,26
NOT240700842K,59
NOT240700842K,60
NOT240700842K,27
NOT220600404K,22
NOT220600404K,23
NOT220600404K,26
NOT240404364K,22
NOT240404364K,23
NOT240404364K,24
NOT240404364K,61
NOT240404364K,62
NOT240404364K,63
NOT240404364K,64
NOT240404364K,26
NOT240404364K,27
NOT200101220K,22
NOT200101220K,23
NOT200101220K,26
NOT240600335K,22
NOT240600335K,23
NOT240600335K,26
NOT240701809K,24
NOT240701809K,33
NOT240701809K,70
NOT240701809K,37
NOT240701809K,71
NOT240701809K,72
NOT240203828K,22
NOT240203828K,23
NOT240203828K,26
NOT240305900K,22
NOT240305900K,23
NOT240305900K,24
NOT240305900K,61
NOT240305900K,62
NOT240305900K,63
NOT240305900K,64
NOT240305900K,26
NOT240305900K,27
NOT240704165K,22
NOT240704165K,33
NOT240704165K,52
NOT240704165K,65
NOT240704165K,24
NOT240704165K,23
NOT240704165K,26
NOT200600639K,22
NOT200600639K,23
NOT200600639K,24
NOT200600639K,61
NOT200600639K,62
NOT200600639K,63
NOT200600639K,64
NOT200600639K,26
NOT200600639K,27
NOT240303557K,22
NOT240303557K,23
NOT240303557K,26
NOT200502564K,41
NOT200502564K,53
NOT200502564K,54
NOT200502564K,55
NOT200502564K,56
NOT200502564K,57
NOT120504000K,22
NOT120504000K,23
NOT120504000K,26
NOT200803968K,22
NOT200803968K,38
NOT200803968K,39
NOT200803968K,23
NOT200803968K,40
NOT200803968K,26
NOT240606197K,22
NOT240606197K,23
NOT240606197K,26
NOT240400270K,28
NOT240400270K,45
NOT240400270K,29
NOT240400270K,30
NOT240400270K,31
NOT240400270K,32
NOT220100420K,46
NOT220100420K,47
NOT220100420K,48
NOT220100420K,49
NOT220100420K,50
NOT220100420K,51
NOT220100420K,52
NOT220704072K,22
NOT220704072K,23
NOT220704072K,26
NOT240200971K,22
NOT240200971K,23
NOT240200971K,24
NOT240200971K,61
NOT240200971K,62
NOT240200971K,63
NOT240200971K,64
NOT240200971K,26
NOT240200971K,27
NOT240505049K,28
NOT240505049K,45
NOT240505049K,29
NOT240505049K,30
NOT240505049K,31
NOT240505049K,32
NOT240702821K,22
NOT240702821K,23
NOT240702821K,24
NOT240702821K,61
NOT240702821K,62
NOT240702821K,63
NOT240702821K,64
NOT240702821K,26
NOT240702821K,27
NOT220402220K,41
NOT220402220K,53
NOT220402220K,54
NOT220402220K,55
NOT220402220K,56
NOT220402220K,57
NOT240307568K,22
NOT240307568K,23
NOT240307568K,26
NOT220214064K,22
NOT220214064K,23
NOT220214064K,26
NOT240302643K,22
NOT240302643K,33
NOT240302643K,52
NOT240302643K,65
NOT240302643K,24
NOT240302643K,23
NOT240302643K,26
NOT240604843K,22
NOT240604843K,23
NOT240604843K,33
NOT240604843K,24
NOT240604843K,34
NOT240604843K,66
NOT240604843K,26
NOT240306585K,22
NOT240306585K,23
NOT240306585K,26
NOT240304080K,22
NOT240304080K,41
NOT240304080K,42
NOT240304080K,43
NOT240304080K,44
NOT240304080K,27
NOT220806626K,46
NOT220806626K,47
NOT220806626K,48
NOT220806626K,49
NOT220806626K,50
NOT220806626K,51
NOT220806626K,52
NOT200607696K,22
NOT200607696K,23
NOT200607696K,26
NOT240704540K,22
NOT240704540K,33
NOT240704540K,52
NOT240704540K,65
NOT240704540K,24
NOT240704540K,23
NOT240704540K,26
NOT200104808K,22
NOT200104808K,23
NOT200104808K,26
NOT240501145K,22
NOT240501145K,23
NOT240501145K,26
NOT220209355K,22
NOT220209355K,23
NOT220209355K,26
NOT240703304K,22
NOT240703304K,23
NOT240703304K,24
NOT240703304K,61
NOT240703304K,62
NOT240703304K,63
NOT240703304K,64
NOT240703304K,26
NOT240703304K,27
NOT240706207K,22
NOT240706207K,23
NOT240706207K,33
NOT240706207K,24
NOT240706207K,34
NOT240706207K,66
NOT240706207K,26
NOT240202052K,22
NOT240202052K,23
NOT240202052K,26
NOT180605540K,22
NOT180605540K,23
NOT180605540K,26
NOT200106666K,22
NOT200106666K,23
NOT200106666K,58
NOT200106666K,25
NOT200106666K,26
NOT200106666K,59
NOT200106666K,60
NOT200106666K,27
NOT220202344K,22
NOT220202344K,23
NOT220202344K,26
NOT240403464K,22
NOT240403464K,23
NOT240403464K,26
NOT240402678K,22
NOT240402678K,35
NOT240402678K,36
NOT240402678K,23
NOT240402678K,37
NOT240402678K,26
NOT240402678K,27
NOT220106668K,22
NOT220106668K,23
NOT220106668K,24
NOT220106668K,61
NOT220106668K,62
NOT220106668K,63
NOT220106668K,64
NOT220106668K,26
NOT220106668K,27
NOT180400249K,22
NOT180400249K,23
NOT180400249K,26
NOT240200427K,22
NOT240200427K,23
NOT240200427K,24
NOT240200427K,61
NOT240200427K,62
NOT240200427K,63
NOT240200427K,64
NOT240200427K,26
NOT240200427K,27
NOT180104036K,22
NOT180104036K,23
NOT180104036K,24
NOT180104036K,61
NOT180104036K,62
NOT180104036K,63
NOT180104036K,64
NOT180104036K,26
NOT180104036K,27
NOT240105536K,46
NOT240105536K,47
NOT240105536K,48
NOT240105536K,49
NOT240105536K,50
NOT240105536K,51
NOT240105536K,52
NOT240201999K,22
NOT240201999K,41
NOT240201999K,42
NOT240201999K,43
NOT240201999K,44
NOT240201999K,27
NOT220207661K,22
NOT220207661K,35
NOT220207661K,36
NOT220207661K,23
NOT220207661K,37
NOT220207661K,26
NOT220207661K,27
NOT220605625K,22
NOT220605625K,23
NOT220605625K,33
NOT220605625K,24
NOT220605625K,34
NOT220605625K,66
NOT220605625K,26
NOT240103060K,22
NOT240103060K,23
NOT240103060K,26
NOT240101341K,22
NOT240101341K,23
NOT240101341K,26
NOT200700920K,22
NOT200700920K,23
NOT200700920K,58
NOT200700920K,25
NOT200700920K,26
NOT200700920K,59
NOT200700920K,60
NOT200700920K,27
NOT220404718K,22
NOT220404718K,23
NOT220404718K,26
NOT240704419K,46
NOT240704419K,47
NOT240704419K,48
NOT240704419K,49
NOT240704419K,50
NOT240704419K,51
NOT240704419K,52
NOT240700992K,22
NOT240700992K,23
NOT240700992K,26
NOT220801935K,22
NOT220801935K,23
NOT220801935K,26
NOT220502220K,41
NOT220502220K,53
NOT220502220K,54
NOT220502220K,55
NOT220502220K,56
NOT220502220K,57
NOT240701087K,22
NOT240701087K,23
NOT240701087K,26
NOT240304102K,46
NOT240304102K,47
NOT240304102K,48
NOT240304102K,49
NOT240304102K,50
NOT240304102K,51
NOT240304102K,52
NOT240701423K,22
NOT240701423K,23
NOT240701423K,33
NOT240701423K,24
NOT240701423K,34
NOT240701423K,66
NOT240701423K,26
NOT220215086K,41
NOT220215086K,53
NOT220215086K,54
NOT220215086K,55
NOT220215086K,56
NOT220215086K,57
NOT200703297K,22
NOT200703297K,23
NOT200703297K,24
NOT200703297K,61
NOT200703297K,62
NOT200703297K,63
NOT200703297K,64
NOT200703297K,26
NOT200703297K,27
NOT220313794K,22
NOT220313794K,23
NOT220313794K,24
NOT220313794K,61
NOT220313794K,62
NOT220313794K,63
NOT220313794K,64
NOT220313794K,26
NOT220313794K,27
NOT240701771K,22
NOT240701771K,23
NOT240701771K,33
NOT240701771K,24
NOT240701771K,34
NOT240701771K,66
NOT240701771K,26
NOT240500980K,22
NOT240500980K,23
NOT240500980K,26
NOT240705129K,41
NOT240705129K,53
NOT240705129K,54
NOT240705129K,55
NOT240705129K,56
NOT240705129K,57
NOT240300582K,22
NOT240300582K,23
NOT240300582K,26
NOT240706455K,22
NOT240706455K,23
NOT240706455K,33
NOT240706455K,24
NOT240706455K,34
NOT240706455K,66
NOT240706455K,26
NOT240605878K,46
NOT240605878K,47
NOT240605878K,48
NOT240605878K,49
NOT240605878K,50
NOT240605878K,51
NOT240605878K,52
NOT240405959K,22
NOT240405959K,23
NOT240405959K,24
NOT240405959K,61
NOT240405959K,62
NOT240405959K,63
NOT240405959K,64
NOT240405959K,26
NOT240405959K,27
NOT240101298K,22
NOT240101298K,23
NOT240101298K,26
NOT220313652K,22
NOT220313652K,38
NOT220313652K,39
NOT220313652K,23
NOT220313652K,40
NOT220313652K,26
NOT240501413K,22
NOT240501413K,38
NOT240501413K,39
NOT240501413K,23
NOT240501413K,40
NOT240501413K,26
NOT220207229K,22
NOT220207229K,23
NOT220207229K,24
NOT220207229K,61
NOT220207229K,62
NOT220207229K,63
NOT220207229K,64
NOT220207229K,26
NOT220207229K,27
NOT240201680K,46
NOT240201680K,47
NOT240201680K,48
NOT240201680K,49
NOT240201680K,50
NOT240201680K,51
NOT240201680K,52
NOT240606733K,22
NOT240606733K,23
NOT240606733K,33
NOT240606733K,24
NOT240606733K,34
NOT240606733K,66
NOT240606733K,26
NOT240601415K,22
NOT240601415K,23
NOT240601415K,41
NOT240601415K,69
NOT240601415K,26
NOT240601415K,27
NOT240505050K,41
NOT240505050K,53
NOT240505050K,54
NOT240505050K,55
NOT240505050K,56
NOT240505050K,57
NOT240702687K,22
NOT240702687K,23
NOT240702687K,33
NOT240702687K,24
NOT240702687K,34
NOT240702687K,66
NOT240702687K,26
NOT160504342K,22
NOT160504342K,23
NOT160504342K,26
NOT240400060K,67
NOT240400060K,28
NOT240400060K,29
NOT240400060K,68
NOT240400060K,31
NOT240400060K,65
NOT200205129K,22
NOT200205129K,23
NOT200205129K,26
NOT240506336K,22
NOT240506336K,33
NOT240506336K,52
NOT240506336K,65
NOT240506336K,24
NOT240506336K,23
NOT240506336K,26
NOT200703192K,22
NOT200703192K,23
NOT200703192K,26
NOT200703586K,22
NOT200703586K,23
NOT200703586K,58
NOT200703586K,25
NOT200703586K,26
NOT200703586K,59
NOT200703586K,60
NOT200703586K,27
NOT240300744K,41
NOT240300744K,53
NOT240300744K,54
NOT240300744K,55
NOT240300744K,56
NOT240300744K,57
NOT200706275K,41
NOT200706275K,53
NOT200706275K,54
NOT200706275K,55
NOT200706275K,56
NOT200706275K,57
NOT240104148K,28
NOT240104148K,45
NOT240104148K,29
NOT240104148K,30
NOT240104148K,31
NOT240104148K,32
NOT240701751K,22
NOT240701751K,23
NOT240701751K,26
NOT240307605K,41
NOT240307605K,53
NOT240307605K,54
NOT240307605K,55
NOT240307605K,56
NOT240307605K,57
NOT240107967K,22
NOT240107967K,23
NOT240107967K,33
NOT240107967K,24
NOT240107967K,34
NOT240107967K,66
NOT240107967K,26
NOT240705025K,28
NOT240705025K,45
NOT240705025K,29
NOT240705025K,30
NOT240705025K,31
NOT240705025K,32
NOT180603339K,22
NOT180603339K,23
NOT180603339K,26
NOT240502755K,41
NOT240502755K,53
NOT240502755K,54
NOT240502755K,55
NOT240502755K,56
NOT240502755K,57
NOT200307062K,22
NOT200307062K,23
NOT200307062K,26
NOT240606326K,22
NOT240606326K,23
NOT240606326K,41
NOT240606326K,69
NOT240606326K,26
NOT240606326K,27
NOT200104531K,28
NOT200104531K,45
NOT200104531K,29
NOT200104531K,30
NOT200104531K,31
NOT200104531K,32
NOT220211567K,22
NOT220211567K,38
NOT220211567K,39
NOT220211567K,23
NOT220211567K,40
NOT220211567K,26
NOT220607191K,22
NOT220607191K,23
NOT220607191K,26
NOT240401670K,22
NOT240401670K,23
NOT240401670K,26
NOT240303297K,28
NOT240303297K,45
NOT240303297K,29
NOT240303297K,30
NOT240303297K,31
NOT240303297K,32
NOT240703778K,28
NOT240703778K,45
NOT240703778K,29
NOT240703778K,30
NOT240703778K,31
NOT240703778K,32
NOT220313360K,22
NOT220313360K,38
NOT220313360K,39
NOT220313360K,23
NOT220313360K,40
NOT220313360K,26
NOT200206552K,22
NOT200206552K,35
NOT200206552K,36
NOT200206552K,23
NOT200206552K,37
NOT200206552K,26
NOT200206552K,27
NOT240300479K,22
NOT240300479K,23
NOT240300479K,41
NOT240300479K,69
NOT240300479K,26
NOT240300479K,27
NOT220313816K,22
NOT220313816K,23
NOT220313816K,24
NOT220313816K,61
NOT220313816K,62
NOT220313816K,63
NOT220313816K,64
NOT220313816K,26
NOT220313816K,27
NOT240505208K,22
NOT240505208K,23
NOT240505208K,26
NOT240700529K,22
NOT240700529K,23
NOT240700529K,33
NOT240700529K,24
NOT240700529K,34
NOT240700529K,66
NOT240700529K,26
NOT240504234K,22
NOT240504234K,23
NOT240504234K,58
NOT240504234K,25
NOT240504234K,26
NOT240504234K,59
NOT240504234K,60
NOT240504234K,27
NOT240105726K,22
NOT240105726K,23
NOT240105726K,26
NOT180606664K,22
NOT180606664K,23
NOT180606664K,26
NOT220404831K,22
NOT220404831K,33
NOT220404831K,52
NOT220404831K,65
NOT220404831K,24
NOT220404831K,23
NOT220404831K,26
NOT220500852K,22
NOT220500852K,23
NOT220500852K,26
NOT200106183K,22
NOT200106183K,33
NOT200106183K,52
NOT200106183K,65
NOT200106183K,24
NOT200106183K,23
NOT200106183K,26
NOT220107623K,22
NOT220107623K,23
NOT220107623K,26
NOT220500250K,28
NOT220500250K,45
NOT220500250K,29
NOT220500250K,30
NOT220500250K,31
NOT220500250K,32
NOT220112900K,22
NOT220112900K,23
NOT220112900K,26
NOT240300759K,41
NOT240300759K,53
NOT240300759K,54
NOT240300759K,55
NOT240300759K,56
NOT240300759K,57
NOT240400518K,22
NOT240400518K,23
NOT240400518K,24
NOT240400518K,61
NOT240400518K,62
NOT240400518K,63
NOT240400518K,64
NOT240400518K,26
NOT240400518K,27
NOT240403821K,22
NOT240403821K,23
NOT240403821K,26
NOT240202766K,22
NOT240202766K,41
NOT240202766K,42
NOT240202766K,43
NOT240202766K,44
NOT240202766K,27
NOT220701729K,22
NOT220701729K,23
NOT220701729K,24
NOT220701729K,61
NOT220701729K,62
NOT220701729K,63
NOT220701729K,64
NOT220701729K,26
NOT220701729K,27
NOT200106488K,46
NOT200106488K,47
NOT200106488K,48
NOT200106488K,49
NOT200106488K,50
NOT200106488K,51
NOT200106488K,52
NOT220606178K,22
NOT220606178K,33
NOT220606178K,52
NOT220606178K,65
NOT220606178K,24
NOT220606178K,23
NOT220606178K,26
NOT240104257K,22
NOT240104257K,23
NOT240104257K,26
NOT240706219K,22
NOT240706219K,23
NOT240706219K,33
NOT240706219K,24
NOT240706219K,34
NOT240706219K,66
NOT240706219K,26
NOT240200483K,22
NOT240200483K,23
NOT240200483K,24
NOT240200483K,61
NOT240200483K,62
NOT240200483K,63
NOT240200483K,64
NOT240200483K,26
NOT240200483K,27
NOT240400046K,24
NOT240400046K,33
NOT240400046K,70
NOT240400046K,37
NOT240400046K,71
NOT240400046K,72
NOT240507410K,22
NOT240507410K,23
NOT240507410K,33
NOT240507410K,24
NOT240507410K,34
NOT240507410K,66
NOT240507410K,26
NOT240205665K,22
NOT240205665K,23
NOT240205665K,33
NOT240205665K,24
NOT240205665K,34
NOT240205665K,66
NOT240205665K,26
NOT240503887K,46
NOT240503887K,47
NOT240503887K,48
NOT240503887K,49
NOT240503887K,50
NOT240503887K,51
NOT240503887K,52
NOT240507580K,22
NOT240507580K,23
NOT240507580K,33
NOT240507580K,24
NOT240507580K,34
NOT240507580K,66
NOT240507580K,26
NOT240201866K,22
NOT240201866K,23
NOT240201866K,33
NOT240201866K,24
NOT240201866K,34
NOT240201866K,66
NOT240201866K,26
NOT220703942K,22
NOT220703942K,23
NOT220703942K,26
NOT240601129K,22
NOT240601129K,35
NOT240601129K,36
NOT240601129K,23
NOT240601129K,37
NOT240601129K,26
NOT240601129K,27
NOT240700724K,28
NOT240700724K,45
NOT240700724K,29
NOT240700724K,30
NOT240700724K,31
NOT240700724K,32
NOT240704339K,22
NOT240704339K,23
NOT240704339K,33
NOT240704339K,24
NOT240704339K,34
NOT240704339K,66
NOT240704339K,26
NOT220502506K,46
NOT220502506K,47
NOT220502506K,48
NOT220502506K,49
NOT220502506K,50
NOT220502506K,51
NOT220502506K,52
NOT240606683K,22
NOT240606683K,23
NOT240606683K,26
NOT200302895K,22
NOT200302895K,23
NOT200302895K,26
NOT200701082K,22
NOT200701082K,23
NOT200701082K,26
NOT180302777K,22
NOT180302777K,23
NOT180302777K,26
NOT220701681K,46
NOT220701681K,47
NOT220701681K,48
NOT220701681K,49
NOT220701681K,50
NOT220701681K,51
NOT220701681K,52
NOT220901489K,22
NOT220901489K,23
NOT220901489K,26
NOT240503083K,22
NOT240503083K,23
NOT240503083K,26
NOT240201578K,22
NOT240201578K,23
NOT240201578K,26
NOT200501957K,22
NOT200501957K,23
NOT200501957K,26
NOT240305540K,22
NOT240305540K,23
NOT240305540K,26
NOT240200187K,28
NOT240200187K,45
NOT240200187K,29
NOT240200187K,30
NOT240200187K,31
NOT240200187K,32
NOT240304409K,22
NOT240304409K,23
NOT240304409K,33
NOT240304409K,24
NOT240304409K,34
NOT240304409K,66
NOT240304409K,26
NOT240701914K,22
NOT240701914K,23
NOT240701914K,26
NOT220401626K,22
